iter	Logloss
583	0.4560378083
584	0.4560073254
585	0.4559252688
586	0.4558909826
587	0.4558371971
588	0.4558038258
589	0.4557817543
590	0.4556981667
591	0.4556662174
592	0.4555495089
593	0.4554729907
594	0.4553937478
595	0.4553431417
596	0.455216082
597	0.4550785357
598	0.4550533724
599	0.4549927704
600	0.4549476072
601	0.4548953299
602	0.4548237873
603	0.4547584573
604	0.4547404558
605	0.4546087326
606	0.4545597038
607	0.4543039446
608	0.454270809
609	0.4542119675
610	0.4541676704
611	0.4541424353
612	0.4540426499
613	0.4539866927
614	0.4539519051
615	0.4539179359
616	0.4538397883
617	0.4537736877
618	0.4537042361
619	0.453663766
620	0.4533333717
621	0.4532963975
622	0.4532690403
623	0.4532072316
624	0.4531554175
625	0.4530638264
626	0.4529742422
627	0.4528742418
628	0.4527575738
629	0.4526994631
630	0.4526584196
631	0.4525986327
632	0.4525206198
633	0.4524946197
634	0.4524004245
635	0.4523139516
636	0.4522728522
637	0.4521188991
638	0.4520851158
639	0.4519363545
640	0.4518599278
641	0.4517723538
642	0.4517264133
643	0.4516289122
644	0.4515548982
645	0.4514639573
646	0.4514092232
647	0.4513767453
648	0.4513045382
649	0.4511526285
650	0.4510063971
651	0.4508935191
652	0.4508308425
653	0.45073716
654	0.4506361753
655	0.4504421616
656	0.4503465948
657	0.4502814157
658	0.4501488022
659	0.4500796109
660	0.4500358261
661	0.4499641735
662	0.4498950861
663	0.449844391
664	0.4496417175
665	0.44950091
666	0.4494125669
667	0.4493637658
668	0.4493041561
669	0.4491520145
670	0.44908207
671	0.4489758812
672	0.4488478838
673	0.4487740158
674	0.4486232647
675	0.4485656042
676	0.4484773529
677	0.4483365092
678	0.4482476692
679	0.44816496
680	0.448035637
681	0.4479592531
682	0.4478848158
683	0.4477840974
684	0.4476934812
685	0.4475876572
686	0.4475156284
687	0.4473562355
688	0.4472081801
689	0.447108929
690	0.4468931666
691	0.4467784342
692	0.4466879158
693	0.4465857452
694	0.4465258636
695	0.4463415335
696	0.4462310836
697	0.4461688285
698	0.4459360833
699	0.4457961939
700	0.4457073277
701	0.4456323729
702	0.4455539613
703	0.4453745084
704	0.4451905528
705	0.4450606351
706	0.4449448
707	0.4448217551
708	0.444715533
709	0.4446169223
710	0.4445355662
711	0.4443747165
712	0.444295598
713	0.4441811906
714	0.4440777337
715	0.4439237884
716	0.4438238767
717	0.4437098962
718	0.4436622938
719	0.4435492136
720	0.4434302789
721	0.4432963931
722	0.4431680701
723	0.4430829269
724	0.4429797532
725	0.4428857604
726	0.4427238869
727	0.4425925272
728	0.4424577616
729	0.4423160434
730	0.4422259186
731	0.4421477057
732	0.4420775653
733	0.4420111982
734	0.4418584194
735	0.4417410401
736	0.441634528
737	0.4415605279
738	0.4414911408
739	0.4414058818
740	0.44127879
741	0.4411651998
742	0.441055193
743	0.4409023931
744	0.4408169925
745	0.4406783503
746	0.4405394203
747	0.4404358696
748	0.4403494501
749	0.4401967562
750	0.4400662138
751	0.4398691062
752	0.4397722388
753	0.4396681411
754	0.4395827234
755	0.4394424274
756	0.4392410543
757	0.4390950384
758	0.4390061288
759	0.4387971415
760	0.4386278316
761	0.4385421828
762	0.4383787962
763	0.4382866256
764	0.4381141976
765	0.4380075594
766	0.4378862339
767	0.4377556974
768	0.4376166617
769	0.4373611527
770	0.4372328184
771	0.4371102043
772	0.4369994492
773	0.4369239852
774	0.4368151361
775	0.4367047181
776	0.4365376671
777	0.4364055933
778	0.4363275007
779	0.4362457749
780	0.436122711
781	0.4360555554
782	0.4359282328
783	0.4358033832
784	0.4356876398
785	0.4354837704
786	0.4353390874
787	0.4351908756
788	0.4350515583
789	0.4348709896
790	0.4347806577
791	0.4346551927
792	0.4345757109
793	0.4344398821
794	0.434338418
795	0.4342545596
796	0.4341011067
797	0.4340129294
798	0.433901977
799	0.4337964155
800	0.4336682449
801	0.433558321
802	0.433410461
803	0.433301185
804	0.4331849033
805	0.4329864329
806	0.4328671411
807	0.4327578367
808	0.4326413927
809	0.4325501334
810	0.4324507199
811	0.4323533838
812	0.4322527025
813	0.4320732389
814	0.4320089307
815	0.4318942835
816	0.4318334383
817	0.431774826
818	0.4316979089
819	0.4315891929
820	0.4315134957
821	0.431347007
822	0.4311884842
823	0.4310501279
824	0.4309432495
825	0.4308415712
826	0.4307641168
827	0.4306809414
828	0.4305796806
829	0.4304780267
830	0.4303811173
831	0.4302789115
832	0.4301746375
833	0.430070942
834	0.4299704674
835	0.4298616924
836	0.4297645543
837	0.4296465057
838	0.4295347896
839	0.4294699334
840	0.4293681558
841	0.4292912645
842	0.4291807208
843	0.429096305
844	0.4290332172
845	0.4289024073
846	0.4288094883
847	0.4287104824
848	0.4285524987
849	0.4284730415
850	0.4284124631
851	0.4282801433
852	0.4282027
853	0.4281340867
854	0.4280078937
855	0.4279226028
856	0.427846357
857	0.4277560491
858	0.4276537053
859	0.4275656613
860	0.4274856672
861	0.4273109646
862	0.4271514995
863	0.426999889
864	0.4269326554
865	0.4268616582
866	0.426756538
867	0.4266878726
868	0.4265551164
869	0.4264816048
870	0.4263367158
871	0.426222416
872	0.4261344037
873	0.4260190734
874	0.4259322655
875	0.4258332522
876	0.4256520281
877	0.4255573424
878	0.4254764753
879	0.4253974128
880	0.4253162753
881	0.4251556069
882	0.4250833524
883	0.424944393
884	0.4248755648
885	0.4247473004
886	0.424614836
887	0.4245205184
888	0.4244355255
889	0.4243392591
890	0.4242123945
891	0.4241126326
892	0.4240498932
893	0.4239348009
894	0.4237850042
895	0.4237218667
896	0.4235875593
897	0.4234624027
898	0.4234061411
899	0.4233087488
900	0.4232525707
901	0.4231861102
902	0.4230789647
903	0.4229904261
904	0.4229103788
905	0.4227879895
906	0.4226598734
907	0.4225276624
908	0.422410467
909	0.422351078
910	0.4222684155
911	0.4221848435
912	0.4220871514
913	0.4219871592
914	0.4218957455
915	0.421794838
916	0.4217023675
917	0.4216048688
918	0.421499501
919	0.421440231
920	0.4213406378
921	0.421253583
922	0.4211813441
923	0.4210709207
924	0.4209962174
925	0.4209314455
926	0.4208343617
927	0.4207112345
928	0.420638248
929	0.4205197392
930	0.4204236971
931	0.4203672261
932	0.4202660923
933	0.4201929962
934	0.4201096828
935	0.4200045399
936	0.4199347078
937	0.4198378587
938	0.4197205434
939	0.4196486691
940	0.4195427218
941	0.4194602524
942	0.4193790598
943	0.4193195019
944	0.4192556914
945	0.419175931
946	0.4190873107
947	0.4190209313
948	0.4188838759
949	0.4187998834
950	0.4187094089
951	0.4185780153
952	0.4185215926
953	0.4184017052
954	0.4183294571
955	0.4182253634
956	0.4181180333
957	0.4180579537
958	0.417936344
959	0.4178501515
960	0.4177754724
961	0.4177131075
962	0.4176624231
963	0.4175501337
964	0.4174560197
965	0.4173743826
966	0.417260418
967	0.4171622758
968	0.4170512256
969	0.4169382019
970	0.4168513735
971	0.4167302342
972	0.4166538815
973	0.4165354988
974	0.4164197494
975	0.4163707559
976	0.4163123308
977	0.4161827551
978	0.4161190021
979	0.416053987
980	0.4159787716
981	0.4158887094
982	0.415768893
983	0.4156600485
984	0.415593221
985	0.415541953
986	0.4154492008
987	0.4153673102
988	0.4153198633
989	0.4152284027
990	0.4151507576
991	0.4150751483
992	0.4150234372
993	0.4149739006
994	0.4148787911
995	0.4147680326
996	0.4146631176
997	0.4145964541
998	0.4144943839
999	0.4144219155
1000	0.4143554265
1001	0.4142744677
1002	0.4141951512
1003	0.414129711
1004	0.4140017063
1005	0.4139127279
1006	0.4138323463
1007	0.4137862041
1008	0.4136825817
1009	0.4136083076
1010	0.4135417451
1011	0.4134871796
1012	0.4134026678
1013	0.4133185817
1014	0.4132724888
1015	0.4131848839
1016	0.4131120202
1017	0.4130100459
1018	0.4129566487
1019	0.4128966975
1020	0.4128073981
1021	0.4127077444
1022	0.412623065
1023	0.4124716103
1024	0.4124264248
1025	0.4123312832
1026	0.4122353475
1027	0.4121592325
1028	0.4121032143
1029	0.4119686573
1030	0.4119106125
1031	0.4118721863
1032	0.4118261273
1033	0.4117628641
1034	0.4116556337
1035	0.4115645022
1036	0.4115185227
1037	0.4114429227
1038	0.4113638672
1039	0.4112911287
1040	0.4112384023
1041	0.4111421004
1042	0.4110766517
1043	0.4109794211
1044	0.4109366584
1045	0.4108647261
1046	0.4107441162
1047	0.4106221738
1048	0.4105385402
1049	0.4104483791
1050	0.4103462286
1051	0.4102765673
1052	0.4102178059
1053	0.4101300359
1054	0.4100158138
1055	0.4098896435
1056	0.4098157724
1057	0.4097330014
1058	0.4096583865
1059	0.4095820303
1060	0.4095009635
1061	0.4094210804
1062	0.4093321037
1063	0.40923087
1064	0.4091702181
1065	0.4090786177
1066	0.4089858138
1067	0.4089151259
1068	0.4088528863
1069	0.4087857953
1070	0.4087065766
1071	0.4086618702
1072	0.408563424
1073	0.4084682027
1074	0.4084109412
1075	0.4083566761
1076	0.4082520173
1077	0.4081936859
1078	0.408083393
1079	0.4080264399
1080	0.4079525465
1081	0.4078590508
1082	0.4078046539
1083	0.4077436752
1084	0.4076868118
1085	0.4075866054
1086	0.4074904933
1087	0.4074309953
1088	0.4073368947
1089	0.4072457344
1090	0.4071856422
1091	0.4071182689
1092	0.4070313168
1093	0.406952584
1094	0.4069017709
1095	0.4068443749
1096	0.4066805772
1097	0.4065635732
1098	0.4065005108
1099	0.4064088989
1100	0.4063397965
1101	0.4062572205
1102	0.4061711864
1103	0.4060776634
1104	0.4059712194
1105	0.4058901659
1106	0.4058174294
1107	0.4057295809
1108	0.4056673674
1109	0.4056026726
1110	0.4055379544
1111	0.4054729651
1112	0.4054151553
1113	0.4053329797
1114	0.4052434005
1115	0.4051645847
1116	0.405104551
1117	0.404996303
1118	0.4049010124
1119	0.4048376289
1120	0.4047797682
1121	0.4047110771
1122	0.4046298891
1123	0.4045177688
1124	0.4044277653
1125	0.4043620593
1126	0.404325593
1127	0.404211215
1128	0.4041038846
1129	0.4040341657
1130	0.4039560347
1131	0.4038933152
1132	0.4038203582
1133	0.4036979863
1134	0.403659204
1135	0.4036115331
1136	0.4034896217
1137	0.4033994887
1138	0.403333825
1139	0.4032885526
1140	0.4032388291
1141	0.4031696567
1142	0.4030967161
1143	0.4030249857
1144	0.4029698837
1145	0.4028993478
1146	0.4028050535
1147	0.4027725558
1148	0.4027241479
1149	0.402630408
1150	0.4025631591
1151	0.4025206959
1152	0.4024476549
1153	0.4023713474
1154	0.4023337106
1155	0.4022610287
1156	0.4022000031
1157	0.4021191797
1158	0.4020531391
1159	0.4018961201
1160	0.4017422983
1161	0.401680059
1162	0.4015885122
1163	0.4014727689
1164	0.4014289735
1165	0.4013278069
1166	0.401274401
1167	0.4011990452
1168	0.4011403558
1169	0.4009981635
1170	0.4009525944
1171	0.4008783365
1172	0.400777262
1173	0.4007015717
1174	0.4006452601
1175	0.4005686768
1176	0.4004968199
1177	0.400423652
1178	0.4003751188
1179	0.400282154
1180	0.4002058398
1181	0.4001016881
1182	0.4000154761
1183	0.3999572138
1184	0.3998542661
1185	0.3997891271
1186	0.3997260542
1187	0.3996558063
1188	0.3995875506
1189	0.3995280118
1190	0.3994818165
1191	0.3994263254
1192	0.3993541592
1193	0.3992250525
1194	0.3991544612
1195	0.3990893855
1196	0.3990494744
1197	0.3989847597
1198	0.398893539
1199	0.3988226172
1200	0.3987393159
1201	0.3986855616
1202	0.398629209
1203	0.3985885824
1204	0.3985143741
1205	0.3984572715
1206	0.3983600728
1207	0.3982821244
1208	0.3982007994
1209	0.3981522273
1210	0.3980904559
1211	0.3980370442
1212	0.397949492
1213	0.3978802405
1214	0.3978213887
1215	0.3977222262
1216	0.3976481812
1217	0.3975749544
1218	0.3975233712
1219	0.3974732932
1220	0.3974032574
1221	0.3973405945
1222	0.3972385052
1223	0.3971608201
1224	0.3971163925
1225	0.3970459828
1226	0.3969704013
1227	0.3968915677
1228	0.3968485773
1229	0.3967886566
1230	0.3967319104
1231	0.3966513663
1232	0.3965751013
1233	0.3965106682
1234	0.3964272606
1235	0.3963905425
1236	0.3963424264
1237	0.3962852457
1238	0.3961929697
1239	0.3961179133
1240	0.3960613909
1241	0.3960017561
1242	0.3959235151
1243	0.395845893
1244	0.3957839071
1245	0.3956789966
1246	0.3955857808
1247	0.3955220839
1248	0.3954378212
1249	0.3953714799
1250	0.3952915158
1251	0.3952386061
1252	0.3951555488
1253	0.3951194875
1254	0.3950719382
1255	0.3950195619
1256	0.3949092163
1257	0.3947976217
1258	0.3947114379
1259	0.3946149415
1260	0.3945825696
1261	0.3944959099
1262	0.3943843817
1263	0.3942990652
1264	0.3942399905
1265	0.3941646996
1266	0.3940769121
1267	0.3939876232
1268	0.393938484
1269	0.3938743145
1270	0.3937982365
1271	0.3937402575
1272	0.3936557908
1273	0.3935829606
1274	0.3935277734
1275	0.3934900004
1276	0.3934258667
1277	0.3933350319
1278	0.39325038
1279	0.3932041065
1280	0.3931360558
1281	0.3930824083
1282	0.3930357633
1283	0.3929818436
1284	0.3929066954
1285	0.3927724924
1286	0.3926927045
1287	0.3926220869
1288	0.3925466782
1289	0.3924505801
1290	0.3923877673
1291	0.392283223
1292	0.3922237775
1293	0.3921400902
1294	0.3920637794
1295	0.3919902392
1296	0.3918892454
1297	0.3918240404
1298	0.3917174955
1299	0.391657017
1300	0.3916159663
1301	0.3915302036
1302	0.3914801775
1303	0.3913690196
1304	0.3912694577
1305	0.3912113674
1306	0.3911738667
1307	0.3911064746
1308	0.3910545101
1309	0.3909771717
1310	0.3909029029
1311	0.3908107796
1312	0.3907703183
1313	0.3906995076
1314	0.3905950894
1315	0.390505667
1316	0.3904131183
1317	0.3903533384
1318	0.3902824172
1319	0.3902284787
1320	0.3901575351
1321	0.390052396
1322	0.3900002709
1323	0.389945615
1324	0.3898956669
1325	0.3898216334
1326	0.3897568211
1327	0.3896743291
1328	0.3895878346
1329	0.3895042436
1330	0.3894545853
1331	0.3893696705
1332	0.3892857987
1333	0.3892218581
1334	0.3891656105
1335	0.389093838
1336	0.3889897143
1337	0.3889193865
1338	0.3888797417
1339	0.3887977336
1340	0.3887537016
1341	0.3887200671
1342	0.3886816449
1343	0.3885960818
1344	0.3885675915
1345	0.3885170882
1346	0.388447622
1347	0.3883889513
1348	0.3882955647
1349	0.3882264396
1350	0.3881720295
1351	0.3881068836
1352	0.3880649977
1353	0.3879952115
1354	0.3879392125
1355	0.3879057229
1356	0.3878679336
1357	0.3878360615
1358	0.3877460432
1359	0.3876670048
1360	0.387618824
1361	0.3875410497
1362	0.387492223
1363	0.3874391936
1364	0.3873854154
1365	0.3873092567
1366	0.3871965501
1367	0.3871292281
1368	0.3870499487
1369	0.3870015346
1370	0.3869318712
1371	0.3868641254
1372	0.3867985353
1373	0.3867075649
1374	0.3866655029
1375	0.3866317773
1376	0.3865765136
1377	0.3865119202
1378	0.3864583808
1379	0.3863820736
1380	0.3862956439
1381	0.3862279291
1382	0.3861537159
1383	0.3860985259
1384	0.386042118
1385	0.3859734773
1386	0.3858989271
1387	0.3858473499
1388	0.3857494886
1389	0.3856502697
1390	0.3856100961
1391	0.3854737066
1392	0.3853634278
1393	0.3853333818
1394	0.385240936
1395	0.385158742
1396	0.3850808057
1397	0.3850101401
1398	0.3849258523
1399	0.3848593163
1400	0.3847957418
1401	0.3846862445
1402	0.3846257707
1403	0.3845276505
1404	0.3844846989
1405	0.3844266179
1406	0.3843764918
1407	0.384326526
1408	0.3842862721
1409	0.3841908287
1410	0.3841285138
1411	0.384045277
1412	0.3840106864
1413	0.3839725378
1414	0.3839231927
1415	0.3838599503
1416	0.3837879488
1417	0.3837450273
1418	0.3836996984
1419	0.3836478871
1420	0.3835242986
1421	0.38341742
1422	0.3833569382
1423	0.3832980593
1424	0.3832648786
1425	0.3831750312
1426	0.3831032634
1427	0.3830177437
1428	0.3829533185
1429	0.3828849808
1430	0.3828245878
1431	0.3827769414
1432	0.3827103838
1433	0.3826577499
1434	0.3825826353
1435	0.3825080879
1436	0.3824504063
1437	0.3824048087
1438	0.3823436072
1439	0.3822713547
1440	0.382233396
1441	0.3821985931
1442	0.3821247543
1443	0.3820619587
1444	0.3819954083
1445	0.381937182
1446	0.3818955482
1447	0.3818478135
1448	0.3818057993
1449	0.3817036109
1450	0.3816532827
1451	0.3815994417
1452	0.3815422554
1453	0.3814880691
1454	0.3814217954
1455	0.3813654757
1456	0.381299895
1457	0.381245601
1458	0.3811467299
1459	0.3810888272
1460	0.381058177
1461	0.3809935338
1462	0.3809279587
1463	0.3808842616
1464	0.3808305826
1465	0.3807420741
1466	0.3806821107
1467	0.3806103778
1468	0.3805654136
1469	0.380444218
1470	0.3803565256
1471	0.3803166083
1472	0.3802320784
1473	0.380189128
1474	0.3801551239
1475	0.3800868714
1476	0.3800291619
1477	0.3799638941
1478	0.3799023062
1479	0.3797707375
1480	0.3797140215
1481	0.3796510477
1482	0.3795913606
1483	0.3795394031
1484	0.3794894862
1485	0.3794534031
1486	0.379395227
1487	0.3792711805
1488	0.3792271468
1489	0.3791433463
1490	0.3790952888
1491	0.3790223997
1492	0.3789605775
1493	0.37885067
1494	0.3787909154
1495	0.378731703
1496	0.3786873863
1497	0.378601612
1498	0.3785320258
1499	0.3784330377
1500	0.3784037586
1501	0.3783329202
1502	0.3782549392
1503	0.3781886285
1504	0.3780881566
1505	0.3780251593
1506	0.3779531062
1507	0.3779088992
1508	0.3778533043
1509	0.3777405536
1510	0.3777122117
1511	0.3776751518
